Animal testing is cruel and inhumane,"Animals do not have rights, therefore it is acceptable to experiment on them",Churches should be taxed like corporations,Criminals should not have the right to vote,Do you believe in Astrology?,Do you believe intelligent alien civilizations in the universe do exist?,Do you consume alcoholic beverages?,Do you eat meat?,Do you have a car?,Do you play Pokemon Go?,Do you smoke?,Do you think global warming is mainly caused by human activity?,Do you think marijuana consumption should be legalized?,Do you use online dating?,Have you watched Game Of Thrones?,How did you meet your significant other?,How do you squeeze your toothpaste?,"If there were US elections tomorrow, which party would you support?",Obesity is a disease,"Playing violent video games causes more aggression, bullying, and fighting",Should public alcohol consumption be legal?,What flavor of potato chips do you prefer?,What is your gender?,What is your highest achieved education level?,What is your preferred music genre?,What is your preferred style of eggs?,What kind of breakfast drink do you prefer?,What kind of phone do you have?,Which category below includes your age?,Which kind of vacation do you prefer?,Which seat do you prefer on a flight?,Would you rather drive an electric car or a gas-powered car?
Agree,Neither agree nor disagree,Agree,Disagree,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,School,I squeeze it from anywhere.,Democrats,Neither agree nor disagree,Disagree,No,Cheddar And Sour Cream,Female,High School graduate,Rock,Sunny Side up,Tea,Android,18-24,Beach,Window,Electric
Agree,Disagree,Agree,Agree,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,I havent' met him/her yet.,I squeeze and/or roll it from the back to the front.,Democrats,Neither agree nor disagree,Disagree,No,Cheddar And Sour Cream,Female,Bachelor's degree,Other (please specify),Scrambled,Water,Android,25-34,Cities,Window,Electric
Agree,Disagree,Agree,Disagree,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Dating App or Dating service,I squeeze it from the middle.,Republicans,Agree,Disagree,Yes,Barbecue,Male,Other (please specify),Rock,Scrambled,Water,iPhone,25-34,Beach,Window,Electric
Agree,Disagree,Disagree,Disagree,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,School,I squeeze it from the middle.,Republicans,Agree,Agree,Yes,Barbecue,Female,Associate's degree,Country / Folk,I don't eat eggs,Water,iPhone,18-24,Beach,Aisle,Electric
Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,School,I squeeze it from the middle.,Democrats,Disagree,Disagree,Yes,Sea Salt & Vinegar,Male,Associate's degree,Country / Folk,Over Easy/Over Medium/Over Hard,Coffee,iPhone,35-44,Beach,Aisle,Gas
Agree,Disagree,Disagree,Neither agree nor disagree,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Through friends,I squeeze and/or roll it from the back to the front.,Democrats,Neither agree nor disagree,Agree,Yes,Cheddar And Sour Cream,Female,Bachelor's degree,Pop,Scrambled,Juice,Android,25-34,Beach,Window,Gas
Disagree,Neither agree nor disagree,Agree,Disagree,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Through friends,I squeeze and/or roll it from the back to the front.,Republicans,Disagree,Agree,Yes,Sour Cream and Onion,Male,High School graduate,Rock,Sunny Side up,Juice,Android,45-54,Beach,Aisle,Electric
Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Through friends,I squeeze it from anywhere.,Republicans,Disagree,Agree,No,Sea Salt & Vinegar,Female,Master's degree,Rock,Scrambled,Coffee,Android,45-54,Beach,Aisle,Gas
Disagree,Disagree,Disagree,Disagree,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,At work,I squeeze it from the top.,Republicans,Disagree,Disagree,Yes,Barbecue,Male,Bachelor's degree,Pop,Boiled,Juice,Android,18-24,Beach,Middle,Gas
Agree,Disagree,Agree,Neither agree nor disagree,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,School,I squeeze it from anywhere.,Democrats,Agree,Disagree,Yes,Original / Plain,Male,Bachelor's degree,Rock,Over Easy/Over Medium/Over Hard,Coffee,Android,45-54,Mountains,Window,Gas
Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,I havent' met him/her yet.,I squeeze it from the top.,Republicans,Disagree,Disagree,Yes,Jalapeno,Male,Bachelor's degree,Other (please specify),Scrambled,Coffee,iPhone,18-24,Beach,Window,Electric
Agree,Disagree,Agree,Agree,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Through friends,I squeeze and/or roll it from the back to the front.,Republicans,Disagree,Agree,Yes,Original / Plain,Female,Other (please specify),Rock,Over Easy/Over Medium/Over Hard,Coffee,Android,35-44,Beach,Window,Electric
Neither agree nor disagree,Disagree,Agree,Disagree,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Family,I squeeze and/or roll it from the back to the front.,Republicans,Disagree,Agree,Yes,Sea Salt & Vinegar,Male,Master's degree,Hip-Hop / Rap,Scrambled,Coffee,I don't have a phone,25-34,Beach,Middle,Gas
Agree,Neither agree nor disagree,Disagree,Agree,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Through friends,I squeeze and/or roll it from the back to the front.,Republicans,Neither agree nor disagree,Agree,No,Barbecue,Female,Bachelor's degree,Classical,Sunny Side up,Coffee,iPhone,55-64,Beach,Aisle,Electric
Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,I havent' met him/her yet.,I squeeze it from the middle.,Democrats,Neither agree nor disagree,Agree,Yes,Cheddar And Sour Cream,Female,High School graduate,Rock,I don't eat eggs,Water,Android,25-34,Cities,Window,Gas
Agree,Disagree,Disagree,Neither agree nor disagree,No,No,No,No,Yes,No,No,Yes,No,No,No,Family,I squeeze and/or roll it from the back to the front.,Republicans,Neither agree nor disagree,Agree,No,Sour Cream and Onion,Female,Bachelor's degree,Classical,Scrambled,Juice,iPhone,25-34,Cities,Window,Gas
Agree,Disagree,Agree,Agree,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Through friends,I squeeze it from anywhere.,Republicans,Neither agree nor disagree,Neither agree nor disagree,Yes,Sea Salt & Vinegar,Female,Bachelor's degree,Rock,Sunny Side up,Coffee,iPhone,45-54,Mountains,Window,Gas
Agree,Disagree,Agree,Neither agree nor disagree,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,School,I squeeze and/or roll it from the back to the front.,Democrats,Agree,Disagree,No,Barbecue,Male,Master's degree,Rock,Poached,Coffee,iPhone,25-34,Mountains,Window,Electric
Agree,Disagree,Agree,Disagree,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,At work,I squeeze it from the middle.,Republicans,Disagree,Neither agree nor disagree,Yes,Sea Salt & Vinegar,Female,Associate's degree,Country / Folk,Over Easy/Over Medium/Over Hard,Coffee,Android,25-34,Beach,Window,Electric
Agree,Disagree,Agree,Neither agree nor disagree,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Other (please specify),I squeeze it from anywhere.,Democrats,Agree,Disagree,Yes,Sea Salt & Vinegar,Female,Associate's degree,Electronic,Over Easy/Over Medium/Over Hard,Coffee,Android,25-34,Mountains,Window,Electric
Agree,Disagree,Agree,Neither agree nor disagree,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Through friends,I squeeze it from anywhere.,Democrats,Agree,Neither agree nor disagree,No,Barbecue,Female,Associate's degree,Pop,Sunny Side up,Juice,Android,25-34,Mountains,Window,Gas
Agree,Disagree,Disagree,Neither agree nor disagree,No,No,No,Yes,Yes,No,No,No,No,No,No,I havent' met him/her yet.,I squeeze and/or roll it from the back to the front.,Democrats,Neither agree nor disagree,Agree,No,Original / Plain,Female,High School graduate,Other (please specify),Scrambled,Juice,Android,45-54,Cities,Middle,Gas
Agree,Disagree,Agree,Agree,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,School,I squeeze and/or roll it from the back to the front.,Republicans,Disagree,Neither agree nor disagree,Yes,Cheddar And Sour Cream,Female,Bachelor's degree,Pop,Scrambled,Juice,Android,25-34,Beach,Window,Gas
Agree,Disagree,Neither agree nor disagree,Disagree,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,At work,I squeeze and/or roll it from the back to the front.,Democrats,Neither agree nor disagree,Disagree,No,Original / Plain,Female,Bachelor's degree,Other (please specify),Scrambled,Coffee,Android,25-34,Cities,Window,Gas
Agree,Disagree,Disagree,Agree,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Other (please specify),I squeeze and/or roll it from the back to the front.,Republicans,Agree,Agree,Yes,Original / Plain,Female,Associate's degree,Rock,I don't eat eggs,Coffee,Android,55-64,Beach,Aisle,Gas
Agree,Disagree,Agree,Agree,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Through friends,I squeeze it from anywhere.,Republicans,Disagree,Neither agree nor disagree,No,Barbecue,Female,High School graduate,Country / Folk,I don't eat eggs,Other (please specify),iPhone,25-34,Beach,Aisle,Gas
Agree,Disagree,Agree,Neither agree nor disagree,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,At work,I squeeze it from anywhere.,Democrats,Neither agree nor disagree,Neither agree nor disagree,Yes,Original / Plain,Female,Master's degree,Pop,Over Easy/Over Medium/Over Hard,Tea,iPhone,65+,Beach,Aisle,Gas
Agree,Disagree,Agree,Disagree,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Through friends,I squeeze it from the middle.,Democrats,Agree,Disagree,No,Barbecue,Female,Bachelor's degree,Rock,Scrambled,Water,Android,25-34,Mountains,Window,Electric
Agree,Disagree,Neither agree nor disagree,Agree,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Through friends,I squeeze and/or roll it from the back to the front.,Democrats,Agree,Neither agree nor disagree,No,Original / Plain,Female,Associate's degree,Country / Folk,Sunny Side up,Coffee,Android,55-64,Cities,Window,Gas
Agree,Disagree,Agree,Agree,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Through friends,I squeeze and/or roll it from the back to the front.,Democrats,Disagree,Agree,Yes,Jalapeno,Female,Bachelor's degree,Pop,Sunny Side up,Juice,iPhone,25-34,Beach,Window,Electric
Agree,Disagree,Disagree,Agree,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Through friends,I squeeze and/or roll it from the back to the front.,Democrats,Agree,Neither agree nor disagree,No,Barbecue,Female,Associate's degree,Rock,Over Easy/Over Medium/Over Hard,Coffee,iPhone,45-54,Beach,Window,Electric
Agree,Disagree,Disagree,Disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Through friends,I squeeze and/or roll it from the back to the front.,Democrats,Neither agree nor disagree,Neither agree nor disagree,Yes,Original / Plain,Female,"Doctoral degree (PhD, MD, JD or other professional degree)",Hip-Hop / Rap,Scrambled,Coffee,Android,35-44,Cities,Aisle,Gas
Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,I havent' met him/her yet.,I squeeze and/or roll it from the back to the front.,Democrats,Agree,Disagree,No,Barbecue,Male,Other (please specify),Rock,Scrambled,Juice,Android,45-54,Cities,Window,Electric
Agree,Disagree,Agree,Disagree,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Dating App or Dating service,I squeeze and/or roll it from the back to the front.,Democrats,Agree,Agree,Yes,Sour Cream and Onion,Female,High School graduate,Hip-Hop / Rap,Sunny Side up,Coffee,Android,35-44,Beach,Window,Gas
Agree,Disagree,Disagree,Disagree,No,No,Yes,Yes,Yes,No,No,No,No,No,No,School,I squeeze it from the middle.,Republicans,Disagree,Agree,No,Sour Cream and Onion,Female,Bachelor's degree,Rock,Over Easy/Over Medium/Over Hard,Water,Android,35-44,Cities,Window,Electric
Agree,Disagree,Agree,Agree,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,At a bar / nightclub,I squeeze it from the middle.,Democrats,Agree,Neither agree nor disagree,Yes,Sea Salt & Vinegar,Female,High School graduate,Rock,Scrambled,Milk,iPhone,25-34,Cities,Window,Gas
Agree,Disagree,Agree,Disagree,No,No,No,Yes,No,No,No,Yes,No,No,No,I havent' met him/her yet.,I squeeze it from anywhere.,Democrats,Disagree,Agree,No,Jalapeno,Female,Bachelor's degree,Other (please specify),Sunny Side up,Water,iPhone,18-24,Cities,Aisle,Electric
Disagree,Agree,Agree,Agree,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,At work,I squeeze and/or roll it from the back to the front.,Democrats,Disagree,Disagree,Yes,Sour Cream and Onion,Male,High School graduate,Electronic,Scrambled,Other (please specify),Android,35-44,Beach,Aisle,Gas
Agree,Disagree,Disagree,Agree,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,At work,I squeeze and/or roll it from the back to the front.,Republicans,Neither agree nor disagree,Disagree,Yes,Barbecue,Male,Master's degree,Rock,Scrambled,Water,Android,35-44,Mountains,Aisle,Gas
Agree,Disagree,Disagree,Agree,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,"Through Sports, Religion, Or Hobbies",I squeeze it from the middle.,Republicans,Neither agree nor disagree,Neither agree nor disagree,No,Jalapeno,Female,Bachelor's degree,Hip-Hop / Rap,Scrambled,Coffee,iPhone,18-24,Beach,Aisle,Electric
Agree,Disagree,Disagree,Disagree,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,I havent' met him/her yet.,I squeeze it from anywhere.,Democrats,Agree,Disagree,Yes,Original / Plain,Male,High School graduate,Classical,Scrambled,Coffee,Android,25-34,Beach,Window,Electric
Agree,Disagree,Disagree,Agree,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,"Through Sports, Religion, Or Hobbies",I squeeze and/or roll it from the back to the front.,Republicans,Agree,Agree,No,Original / Plain,Female,Master's degree,Pop,Scrambled,Water,iPhone,25-34,Mountains,Window,Electric
Neither agree nor disagree,Disagree,Disagree,Disagree,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Other (please specify),I squeeze it from the middle.,Democrats,Disagree,Agree,Yes,Cheddar And Sour Cream,Female,High School graduate,Pop,Boiled,Coffee,Android,45-54,Cities,Window,Gas
Agree,Disagree,Agree,Agree,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,School,I squeeze and/or roll it from the back to the front.,Democrats,Agree,Disagree,Yes,Cheddar And Sour Cream,Male,Master's degree,Rock,Scrambled,Other (please specify),iPhone,45-54,Beach,Window,Electric
Neither agree nor disagree,Agree,Disagree,Disagree,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Family,I squeeze and/or roll it from the back to the front.,Democrats,Neither agree nor disagree,Neither agree nor disagree,No,Barbecue,Male,Bachelor's degree,Hip-Hop / Rap,Scrambled,Coffee,iPhone,55-64,Beach,Window,Electric
Disagree,Neither agree nor disagree,Agree,Agree,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Dating App or Dating service,I squeeze it from the middle.,Democrats,Disagree,Neither agree nor disagree,Yes,Barbecue,Female,Master's degree,Pop,Scrambled,Coffee,Android,25-34,Mountains,Window,Gas
Agree,Disagree,Disagree,Disagree,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,"Through Sports, Religion, Or Hobbies",I squeeze it from the top.,Democrats,Agree,Neither agree nor disagree,No,Sea Salt & Vinegar,Female,Bachelor's degree,Hip-Hop / Rap,Scrambled,Juice,Android,25-34,Beach,Window,Gas
Agree,Disagree,Agree,Disagree,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Dating App or Dating service,I squeeze and/or roll it from the back to the front.,Democrats,Neither agree nor disagree,Disagree,Yes,Jalapeno,Female,Bachelor's degree,Hip-Hop / Rap,Scrambled,Coffee,iPhone,25-34,Cities,Aisle,Electric
Agree,Disagree,Agree,Disagree,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Other (please specify),I squeeze and/or roll it from the back to the front.,Democrats,Neither agree nor disagree,Neither agree nor disagree,No,Jalapeno,Female,High School graduate,Electronic,Boiled,Coffee,Android,25-34,Beach,Window,Electric
Neither agree nor disagree,Disagree,Agree,Disagree,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,School,I squeeze it from the middle.,Democrats,Disagree,Disagree,No,Original / Plain,Female,Bachelor's degree,Pop,Over Easy/Over Medium/Over Hard,Milk,Android,25-34,Mountains,Aisle,Gas
Agree,Disagree,Agree,Disagree,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,School,I squeeze it from anywhere.,Democrats,Disagree,Agree,No,Barbecue,Female,Associate's degree,Classical,Scrambled,Juice,iPhone,25-34,Mountains,Window,Electric
Agree,Disagree,Disagree,Agree,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Dating App or Dating service,I squeeze and/or roll it from the back to the front.,Democrats,Neither agree nor disagree,Agree,Yes,Cheddar And Sour Cream,Female,Master's degree,Other (please specify),I don't eat eggs,Juice,iPhone,35-44,Beach,Window,Electric
Agree,Disagree,Disagree,Neither agree nor disagree,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,School,I squeeze and/or roll it from the back to the front.,Republicans,Neither agree nor disagree,Agree,Yes,Jalapeno,Male,Associate's degree,Rock,Scrambled,Coffee,Android,45-54,Beach,Aisle,Electric
Agree,Disagree,Disagree,Neither agree nor disagree,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,I havent' met him/her yet.,I squeeze and/or roll it from the back to the front.,Democrats,Neither agree nor disagree,Neither agree nor disagree,Yes,Original / Plain,Male,High School graduate,Hip-Hop / Rap,I don't eat eggs,Juice,Android,55-64,Cities,Aisle,Gas
Agree,Disagree,Agree,Neither agree nor disagree,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,At work,I squeeze and/or roll it from the back to the front.,Democrats,Agree,Neither agree nor disagree,No,Sour Cream and Onion,Female,High School graduate,Hip-Hop / Rap,Sunny Side up,Coffee,Android,35-44,Beach,Window,Gas
Agree,Disagree,Agree,Disagree,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Through friends,I squeeze it from the middle.,Democrats,Neither agree nor disagree,Disagree,Yes,Cheddar And Sour Cream,Male,Bachelor's degree,Country / Folk,Scrambled,Water,Android,25-34,Beach,Window,Electric
Disagree,Neither agree nor disagree,Disagree,Agree,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,I havent' met him/her yet.,I squeeze it from anywhere.,Democrats,Agree,Agree,No,Cheddar And Sour Cream,Female,Bachelor's degree,Hip-Hop / Rap,Scrambled,Juice,Other (please specify),45-54,Beach,Window,Electric
Disagree,Disagree,Agree,Agree,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Through friends,I squeeze and/or roll it from the back to the front.,Republicans,Agree,Disagree,Yes,Original / Plain,Male,Bachelor's degree,Hip-Hop / Rap,Scrambled,Coffee,Android,18-24,Beach,Window,Gas
Agree,Disagree,Agree,Agree,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,School,I squeeze and/or roll it from the back to the front.,Democrats,Disagree,Disagree,No,Barbecue,Male,Associate's degree,Rock,Scrambled,Coffee,Android,35-44,Mountains,Window,Electric
Agree,Disagree,Agree,Agree,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Through friends,I squeeze it from the middle.,Republicans,Neither agree nor disagree,Neither agree nor disagree,Yes,None / I don't eat chips,Female,Bachelor's degree,Classical,Over Easy/Over Medium/Over Hard,Juice,Android,55-64,Beach,Aisle,Gas
Agree,Disagree,Agree,Disagree,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,I havent' met him/her yet.,I squeeze it from the middle.,Democrats,Neither agree nor disagree,Neither agree nor disagree,No,Sour Cream and Onion,Female,High School graduate,Other (please specify),I don't eat eggs,Juice,iPhone,18-24,Beach,Window,Electric
Agree,Agree,Disagree,Disagree,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Dating App or Dating service,I squeeze it from anywhere.,Republicans,Disagree,Disagree,Yes,Original / Plain,Female,High School graduate,Other (please specify),Scrambled,Juice,iPhone,18-24,Mountains,Window,Gas
Agree,Disagree,Agree,Agree,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,At a bar / nightclub,I squeeze it from the middle.,Republicans,Agree,Disagree,No,Original / Plain,Female,High School graduate,Pop,Boiled,Coffee,Android,55-64,Beach,Aisle,Gas
Agree,Disagree,Neither agree nor disagree,Agree,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Other (please specify),I squeeze and/or roll it from the back to the front.,Republicans,Neither agree nor disagree,Neither agree nor disagree,No,Jalapeno,Male,Bachelor's degree,Country / Folk,Over Easy/Over Medium/Over Hard,Coffee,iPhone,35-44,Beach,Window,Gas
Agree,Disagree,Disagree,Neither agree nor disagree,No,No,No,Yes,Yes,No,No,Yes,No,No,No,"Through Sports, Religion, Or Hobbies",I squeeze it from anywhere.,Republicans,Disagree,Agree,No,None / I don't eat chips,Female,Bachelor's degree,Other (please specify),Scrambled,Water,iPhone,55-64,Beach,Window,Gas
Agree,Disagree,Agree,Neither agree nor disagree,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,I havent' met him/her yet.,I squeeze it from anywhere.,Democrats,Neither agree nor disagree,Neither agree nor disagree,Yes,Sea Salt & Vinegar,Female,High School graduate,Pop,Scrambled,Coffee,Android,35-44,Beach,Aisle,Electric
Agree,Disagree,Disagree,Agree,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Through friends,I squeeze and/or roll it from the back to the front.,Democrats,Disagree,Neither agree nor disagree,Yes,Cheese,Female,Bachelor's degree,Pop,Scrambled,Tea,iPhone,35-44,Beach,Window,Electric
Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,I havent' met him/her yet.,I squeeze and/or roll it from the back to the front.,Democrats,Agree,Disagree,Yes,Barbecue,Female,High School graduate,Hip-Hop / Rap,Scrambled,Milk,Android,55-64,Cities,Window,Gas
Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Through friends,I squeeze and/or roll it from the back to the front.,Democrats,Disagree,Agree,Yes,Barbecue,Female,Master's degree,Country / Folk,Over Easy/Over Medium/Over Hard,Milk,iPhone,55-64,Beach,Aisle,Electric
Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Dating App or Dating service,I squeeze and/or roll it from the back to the front.,Democrats,Disagree,Disagree,Yes,Sea Salt & Vinegar,Female,Bachelor's degree,Hip-Hop / Rap,Sunny Side up,Water,iPhone,18-24,Cities,Window,Electric
Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Family,I squeeze and/or roll it from the back to the front.,Democrats,Disagree,Agree,No,Original / Plain,Female,Master's degree,Rock,Poached,Coffee,Android,25-34,Beach,Aisle,Electric
